image_name,brightness,contrast,sharpness
vid_000034_frame0000014.jpg,110.6175232,41.05770278,16138.58425
vid_000034_frame0000015.jpg,111.0854034,40.42418837,15403.68758
vid_000034_frame0000016.jpg,111.3443095,39.4611944,15195.16082
vid_000034_frame0000017.jpg,111.2938232,39.0610039,14186.45116
vid_000035_frame0000021.jpg,118.6107788,60.79282143,36505.18297
vid_000035_frame0000031.jpg,121.5679881,61.60327051,33073.42678
vid_000035_frame0000032.jpg,122.9700317,63.05922226,37567.64385
vid_000035_frame0000033.jpg,124.2741903,60.8645905,35783.34299
vid_000035_frame0000036.jpg,127.0230204,49.55675963,24887.23499
vid_000035_frame0000037.jpg,126.2849172,48.78539009,27212.81815
vid_000035_frame0000048.jpg,128.9569499,50.50382823,31301.04386
vid_000035_frame0000049.jpg,129.8955943,49.04750073,27871.15221
vid_000035_frame0000069.jpg,124.9351145,56.95405097,35666.73034
vid_000035_frame0000070.jpg,123.1232096,56.13350066,31717.51101
vid_000035_frame0000071.jpg,122.6123861,58.5838913,38424.46784
vid_000035_frame0000072.jpg,123.2060343,57.62957317,33714.20221
vid_000035_frame0000122.jpg,127.6308289,41.92872098,17254.75228
vid_000036_frame0000004.jpg,118.7113139,50.62000154,25365.91727
vid_000036_frame0000005.jpg,118.4817149,49.87725189,24411.69469
vid_000036_frame0000006.jpg,118.403361,50.10309622,24577.59288
vid_000036_frame0000007.jpg,118.9467519,49.80393696,24271.07089
vid_000036_frame0000008.jpg,119.0870921,50.11582003,24961.07414
vid_000036_frame0000009.jpg,120.5315196,49.44596913,23706.69247
vid_000036_frame0000046.jpg,121.405721,52.39977453,24331.15013
vid_000036_frame0000047.jpg,122.5071106,53.57153985,26216.35586
vid_000036_frame0000048.jpg,122.9595439,53.9836599,26708.18471
vid_000036_frame0000049.jpg,122.0439351,52.70186935,24529.53446
vid_000036_frame0000050.jpg,121.100469,53.60523379,27118.22424
vid_000036_frame0000051.jpg,121.0779317,53.46938962,26088.98484
vid_000036_frame0000052.jpg,121.5829417,53.67684578,26497.17106
vid_000036_frame0000053.jpg,120.9042918,53.79894693,26419.25713
vid_000036_frame0000076.jpg,122.5278066,50.1268293,23096.28225
vid_000036_frame0000077.jpg,121.3128459,50.3891758,24804.00771
vid_000036_frame0000078.jpg,121.4366862,49.80700454,24404.7905
vid_000037_frame0000010.jpg,124.9430033,53.13129306,28967.74505
vid_000037_frame0000011.jpg,123.0157928,51.81322711,28093.22919
vid_000037_frame0000012.jpg,122.4891154,52.30106608,28729.28148
vid_000037_frame0000015.jpg,121.4522298,53.46198552,28864.3426
vid_000038_frame0000008.jpg,122.0982666,33.05870426,12735.24005
vid_000038_frame0000009.jpg,123.7727712,33.85010003,11936.05134
vid_000038_frame0000010.jpg,122.4113007,33.46054541,12995.91631
vid_000038_frame0000011.jpg,122.3128001,33.16078306,13011.81341
vid_000038_frame0000012.jpg,122.1668091,33.51599933,13776.18223
vid_000038_frame0000013.jpg,123.8479818,33.17871625,12637.13177
vid_000038_frame0000014.jpg,124.2386983,33.28419193,12641.39034
vid_000038_frame0000015.jpg,125.3376719,33.65632747,12577.9039
vid_000038_frame0000016.jpg,126.5127513,33.74411887,12751.99612
vid_000038_frame0000017.jpg,127.3569285,33.58678083,12750.0632
vid_000038_frame0000025.jpg,128.0280355,35.58035364,12908.75196
vid_000038_frame0000026.jpg,127.4000041,35.95613393,14075.52017
vid_000038_frame0000027.jpg,127.0565592,35.91363997,13515.23371
vid_000038_frame0000028.jpg,125.1946971,35.84488563,14013.6299
vid_000038_frame0000029.jpg,126.6113536,36.05046036,13034.73722
vid_000039_frame0000001.jpg,120.8033549,42.80123581,20654.4268
vid_000039_frame0000002.jpg,121.2214661,41.20806683,18328.64503
vid_000039_frame0000003.jpg,121.0338084,38.75086973,16529.91428
vid_000039_frame0000004.jpg,121.6251628,38.04909636,16897.64861
vid_000039_frame0000008.jpg,121.7178752,41.30453032,19515.88512
vid_000039_frame0000009.jpg,121.3172557,39.52090752,15389.46641
vid_000039_frame0000010.jpg,119.7741801,41.126541,17678.74641
vid_000039_frame0000011.jpg,119.0996908,39.44418371,15790.04888
vid_000039_frame0000012.jpg,118.3126628,39.88497446,16443.31401
vid_000039_frame0000013.jpg,119.7760468,39.04554854,15488.0332
vid_000039_frame0000014.jpg,118.0108185,38.66549229,16059.58083
vid_000039_frame0000015.jpg,115.5748901,37.22582574,14068.84438
vid_000039_frame0000016.jpg,114.2163493,36.94989177,14070.9614
vid_000039_frame0000017.jpg,114.0141602,36.89855567,13544.681
vid_000039_frame0000018.jpg,115.1202596,37.17514201,14815.18746
vid_000039_frame0000019.jpg,116.3683929,36.34229651,13680.61937
vid_000039_frame0000020.jpg,116.249588,37.09999713,14754.24313
vid_000040_frame0000001.jpg,105.5125732,36.45225718,13990.23364
vid_000040_frame0000002.jpg,106.0355835,35.84535607,13192.87197
vid_000040_frame0000004.jpg,105.4101919,35.40473659,14061.36335
vid_000040_frame0000005.jpg,105.5772756,32.51116532,13660.75434
vid_000040_frame0000006.jpg,106.2744548,33.548809,15453.34457
vid_000040_frame0000007.jpg,106.4004771,33.23069709,15029.9323
vid_000040_frame0000008.jpg,105.8831991,33.67257149,15415.76582
vid_000040_frame0000009.jpg,105.1678009,31.67054712,13251.05854
vid_000040_frame0000011.jpg,104.0132395,32.6881934,14064.80897
vid_000040_frame0000012.jpg,104.0552114,32.858221,14650.76386
vid_000040_frame0000013.jpg,103.7295888,32.04007711,13619.83791
vid_000040_frame0000014.jpg,103.1517792,32.64529164,14633.97241
vid_000040_frame0000017.jpg,105.1363017,32.88326751,14653.84355
vid_000040_frame0000018.jpg,106.13355,33.39904196,15307.78247
vid_000040_frame0000023.jpg,106.501709,31.63908814,13642.21948
vid_000040_frame0000024.jpg,106.3477478,31.52146999,13983.95734
vid_000040_frame0000041.jpg,110.1960754,37.12990395,13495.61082
vid_000040_frame0000042.jpg,108.8065847,37.07804009,13678.7846
vid_000040_frame0000043.jpg,108.767217,37.45443108,13901.47728
vid_000040_frame0000044.jpg,107.9363607,37.55978509,14048.38388
vid_000040_frame0000045.jpg,108.703776,37.74235244,14089.95512
vid_000040_frame0000046.jpg,108.9065348,37.85105258,13993.08389
vid_000040_frame0000047.jpg,109.3952637,37.82542791,14056.58953
vid_000040_frame0000048.jpg,110.0896759,37.77301536,14045.57918
vid_000040_frame0000049.jpg,110.3006744,37.16518505,13477.58007
vid_000040_frame0000050.jpg,109.691569,37.59627336,14237.36812
vid_000040_frame0000051.jpg,108.5291189,37.18937644,13919.63917
vid_000040_frame0000052.jpg,108.3825989,37.03978578,13807.57153
vid_000040_frame0000053.jpg,108.2809906,36.94527379,13715.28631
vid_000041_frame0000002.jpg,111.8700714,28.4134784,11860.21601
vid_000041_frame0000004.jpg,110.4469961,28.63540284,12063.19605
vid_000041_frame0000008.jpg,113.5182953,29.52372798,12524.89581
vid_000041_frame0000009.jpg,116.0871582,28.9787515,11734.28864
vid_000041_frame0000010.jpg,114.2417043,29.76605091,12257.64816
vid_000041_frame0000021.jpg,112.192627,29.4846171,11958.51766
vid_000041_frame0000022.jpg,111.3863017,29.9062303,12496.75546
vid_000041_frame0000023.jpg,112.1703033,29.44287844,11895.08173
vid_000041_frame0000024.jpg,112.1474813,30.74805241,13035.01519
vid_000041_frame0000025.jpg,113.1036631,30.94816918,12660.60345
vid_000041_frame0000026.jpg,111.5612742,31.33414938,13026.18324
vid_000041_frame0000027.jpg,111.219279,31.85550032,13213.20063
vid_000041_frame0000028.jpg,109.7273254,32.85174859,13818.32976
vid_000041_frame0000029.jpg,109.1074626,31.92459756,12678.55548
vid_000041_frame0000030.jpg,108.044576,33.99462649,14612.88833
vid_000041_frame0000045.jpg,111.6181335,28.42114129,11476.49991
vid_000042_frame0000004.jpg,106.6008301,29.24903065,10748.74262
vid_000042_frame0000008.jpg,106.7508138,28.92369897,10788.89171
vid_000042_frame0000009.jpg,106.8232218,28.65238608,10347.79608
vid_000042_frame0000010.jpg,107.4004161,29.08511894,10604.49971
vid_000042_frame0000016.jpg,104.9409281,28.74941405,10702.24571
vid_000042_frame0000017.jpg,106.1402842,28.47248805,10442.50128
vid_000043_frame0000008.jpg,107.134613,33.92651349,12243.40432
vid_000043_frame0000016.jpg,109.1027832,34.24206711,11406.55503
vid_000043_frame0000017.jpg,107.8535309,34.69661391,11180.56932
vid_000043_frame0000018.jpg,106.944102,34.0096812,11487.91395
vid_000043_frame0000019.jpg,106.6952209,33.31602627,11103.91122
vid_000044_frame0000011.jpg,81.72421265,31.01658812,10897.77094
vid_000044_frame0000012.jpg,81.81165059,30.93896614,10901.58628
vid_000044_frame0000013.jpg,81.68055216,31.14931328,10918.20409
vid_000044_frame0000014.jpg,80.82203166,30.84635528,10786.45531
vid_000044_frame0000015.jpg,80.91072591,30.88116081,10901.96306
vid_000044_frame0000016.jpg,80.97280375,30.86268768,10848.06804
vid_000044_frame0000022.jpg,80.17898051,30.64006599,10330.53594
vid_000044_frame0000023.jpg,80.7920634,30.97366733,10544.27423
vid_000044_frame0000024.jpg,80.53371175,31.01857017,10629.78216
vid_000044_frame0000025.jpg,80.54157511,30.68206065,10596.17126
vid_000045_frame0000006.jpg,99.31329346,28.49842682,10228.19127
vid_000045_frame0000007.jpg,99.84570313,28.60230789,10303.06478
vid_000045_frame0000008.jpg,100.4853261,28.54967071,10208.56874
vid_000045_frame0000009.jpg,100.1372426,28.51337461,10168.64528
vid_000045_frame0000010.jpg,99.88962809,28.62552976,10380.025
vid_000045_frame0000012.jpg,99.92626953,28.68475574,10276.08317
vid_000045_frame0000013.jpg,100.7955271,28.46358595,10110.18413
vid_000045_frame0000014.jpg,100.6493225,28.72221542,10264.38669
vid_000045_frame0000016.jpg,100.3913015,28.73950897,10291.93144
vid_000045_frame0000038.jpg,96.15495809,28.69583636,10237.51084
vid_000045_frame0000040.jpg,96.89212545,32.62264948,10741.94259
vid_000045_frame0000041.jpg,95.51955668,29.54812514,10692.61989
vid_000045_frame0000042.jpg,96.79007467,30.11553331,10536.44028
vid_000045_frame0000043.jpg,97.44999695,30.53353909,10929.25394
vid_000045_frame0000047.jpg,97.45188904,27.81388278,10015.51112
vid_000045_frame0000048.jpg,95.42018127,28.0127681,10022.50246
vid_000045_frame0000049.jpg,95.00208028,28.09752475,10231.64933
vid_000045_frame0000050.jpg,96.21742249,28.24685092,10314.30706
vid_000045_frame0000051.jpg,96.69850159,28.37402226,10463.46356
vid_000045_frame0000052.jpg,96.8156484,28.51618303,10500.74793
vid_000045_frame0000053.jpg,96.83307902,28.39770764,10464.19167
vid_000045_frame0000060.jpg,96.51624552,28.24293579,10625.0954
vid_000045_frame0000061.jpg,95.97290039,28.34139675,10453.36472
vid_000046_frame0000001.jpg,110.341863,28.05178453,10537.84903
vid_000046_frame0000002.jpg,110.1913808,27.6575331,10386.45391
vid_000046_frame0000004.jpg,109.3404388,27.82657251,10491.57879
vid_000046_frame0000005.jpg,108.7307841,27.60041043,10641.5077
vid_000046_frame0000006.jpg,108.2407379,27.82218646,10584.7199
vid_000046_frame0000012.jpg,110.1487935,28.34128239,10875.65724
vid_000046_frame0000013.jpg,112.6635284,28.23566088,10845.46887
vid_000046_frame0000014.jpg,113.6989237,28.47750181,10630.84002
vid_000046_frame0000015.jpg,114.3008626,28.51121018,10595.13052
vid_000047_frame0000007.jpg,102.6918844,34.2705672,12774.3018
vid_000047_frame0000015.jpg,101.1588084,34.7450311,13161.00083
vid_000047_frame0000016.jpg,100.0700633,35.03033745,13233.76844
vid_000047_frame0000022.jpg,103.4588877,34.60767223,12877.65476
vid_000047_frame0000023.jpg,106.1794942,34.42964596,12704.3653
vid_000047_frame0000024.jpg,105.8003031,34.49537513,13072.43325
vid_000047_frame0000025.jpg,105.1144409,34.26189007,12928.80904
vid_000048_frame0000001.jpg,102.9649302,31.78366932,11987.80218
vid_000048_frame0000002.jpg,103.3483124,31.42491431,11898.04416
vid_000048_frame0000003.jpg,104.0712077,31.51074868,11768.28419
vid_000048_frame0000024.jpg,105.1267395,31.55480049,11928.98657
vid_000049_frame0000015.jpg,96.19158427,32.01830234,11740.52656
vid_000049_frame0000016.jpg,95.88197327,32.09702693,11535.72222
vid_000049_frame0000018.jpg,94.27309672,32.49609521,11782.72508
vid_000050_frame0000004.jpg,104.1580658,37.23043745,12912.0882
vid_000050_frame0000016.jpg,112.1270091,43.32818531,17257.85918
vid_000050_frame0000017.jpg,112.9218852,43.54674362,17921.81969
vid_000050_frame0000018.jpg,110.0372467,41.54514344,16111.04766
vid_000050_frame0000019.jpg,105.5487315,39.31434603,14235.39926
vid_000050_frame0000020.jpg,102.8316091,38.89242716,15608.61388
vid_000050_frame0000021.jpg,103.4760895,38.65375809,14846.21009
vid_000050_frame0000022.jpg,102.7241007,38.73470512,15463.20159
vid_000051_frame0000016.jpg,105.0475108,33.87032101,11039.04319
vid_000052_frame0000021.jpg,116.2825063,35.21474169,14169.90797
vid_000052_frame0000022.jpg,116.9183706,35.91853645,15101.60067
vid_000052_frame0000023.jpg,116.5061696,34.61508595,13715.39237
vid_000052_frame0000025.jpg,127.2461344,38.10436821,15541.50131
vid_000052_frame0000027.jpg,122.7588908,38.41137221,15676.04784
vid_000052_frame0000029.jpg,120.5740916,36.46278628,13718.54469
vid_000052_frame0000031.jpg,118.9621989,36.46638655,14151.12706
vid_000052_frame0000033.jpg,119.7944285,37.57204088,16121.43107
vid_000052_frame0000037.jpg,123.3779297,38.44831108,16674.80956
vid_000052_frame0000039.jpg,122.7503967,37.8025837,16006.50806
vid_000052_frame0000043.jpg,125.1213735,40.08108914,17811.44345
vid_000052_frame0000064.jpg,138.2394002,55.89859782,29082.54785
vid_000052_frame0000084.jpg,141.0892843,66.17832748,32163.49067
vid_000052_frame0000086.jpg,138.6767527,65.21487037,28014.95477
vid_000052_frame0000087.jpg,137.6791636,68.6899371,35122.86238
vid_000052_frame0000089.jpg,136.546051,69.63516006,36797.65108
vid_000052_frame0000091.jpg,136.191625,69.32950775,38265.90392
vid_000053_frame0000003.jpg,137.3235728,62.14320833,39292.89189
vid_000053_frame0000004.jpg,136.8008219,62.44362009,40621.77225
vid_000053_frame0000005.jpg,136.7495982,62.4249955,40488.56448
vid_000053_frame0000013.jpg,137.153773,61.91532859,38855.7795
vid_000053_frame0000014.jpg,136.8105672,62.3610071,40580.19513
vid_000053_frame0000015.jpg,137.0359446,62.32525641,40326.25832
vid_000053_frame0000016.jpg,136.9759572,61.90046707,38641.36804
vid_000053_frame0000017.jpg,136.9868571,62.26895323,39833.5673
vid_000054_frame0000001.jpg,134.6125539,55.28688943,33393.2057
vid_000054_frame0000002.jpg,134.7842153,55.20591348,33090.45846
vid_000054_frame0000003.jpg,135.0143127,55.12993923,33034.18083
vid_000054_frame0000004.jpg,134.9408976,55.34970304,33768.60913
vid_000054_frame0000005.jpg,135.1874339,55.01455588,32742.90467
vid_000054_frame0000006.jpg,134.3576457,54.36197283,31758.9666
vid_000054_frame0000008.jpg,136.7292735,46.10695195,21478.65942
vid_000054_frame0000015.jpg,132.9037374,48.25194508,23266.38464
vid_000054_frame0000035.jpg,133.2535299,46.78144475,21487.87121
vid_000054_frame0000036.jpg,133.291687,46.14438968,20937.64108
vid_000054_frame0000041.jpg,131.3162791,55.67206146,31097.5232
vid_000055_frame0000001.jpg,104.6291809,66.95992219,28091.53536
vid_000055_frame0000005.jpg,107.9608612,68.28457186,23760.47271
vid_000055_frame0000015.jpg,105.4353485,70.42854299,27499.19708
vid_000055_frame0000020.jpg,103.0018768,68.67618649,25381.22153
vid_000055_frame0000025.jpg,104.2564596,64.61779677,29766.89046
vid_000055_frame0000030.jpg,105.7569427,65.50984999,30274.43642
vid_000055_frame0000045.jpg,108.1234945,65.27096169,29004.60159
vid_000055_frame0000049.jpg,108.4461924,65.08508205,28076.38997
vid_000055_frame0000060.jpg,107.8464508,65.04983572,29184.76764
vid_000055_frame0000070.jpg,108.0858612,64.9920697,28282.49228
vid_000055_frame0000075.jpg,105.9434255,64.88103666,28964.93386
vid_000055_frame0000080.jpg,105.6627401,65.09322378,30197.4451
vid_000055_frame0000095.jpg,107.2999929,65.43634866,29756.86128
vid_000055_frame0000175.jpg,109.0137736,70.33614789,28868.49629
vid_000055_frame0000245.jpg,107.509669,64.88474308,29034.32819
vid_000063_frame0000001.jpg,124.1800995,58.86688016,32649.23648
vid_000063_frame0000002.jpg,124.1195577,58.73652906,32145.15913
vid_000063_frame0000003.jpg,123.3678131,57.35970737,27004.47818
vid_000063_frame0000005.jpg,121.6524811,59.64544787,32075.13257
vid_000063_frame0000010.jpg,125.6557465,59.82103559,33677.85359
vid_000063_frame0000015.jpg,125.2112427,57.56162075,30446.67663
vid_000067_frame0000013.jpg,125.8009898,37.68869223,13894.81235
vid_000067_frame0000015.jpg,135.6875458,37.59402212,13798.48719
vid_000068_frame0000002.jpg,116.3780823,34.12980956,13736.94073
vid_000069_frame0000020.jpg,122.0706533,43.44543809,22119.70439
vid_000069_frame0000030.jpg,122.3643697,44.93864085,23773.38776
vid_000069_frame0000050.jpg,121.7235107,44.10673559,21824.28905
vid_000070_frame0000004.jpg,160.6854248,39.18473519,9392.798244
vid_000070_frame0000005.jpg,160.9201813,38.54388307,8393.601928
vid_000070_frame0000006.jpg,159.1275024,39.65702261,9746.89746
vid_000070_frame0000007.jpg,158.7588196,39.1393642,9018.92664
vid_000070_frame0000008.jpg,158.1904602,39.50774015,10173.89962
vid_000070_frame0000009.jpg,158.4917145,39.04537766,8595.156617
vid_000070_frame0000010.jpg,157.9786224,39.95484188,10399.55059
vid_000070_frame0000011.jpg,158.4534403,39.3332453,9387.943067
vid_000072_frame0000001.jpg,128.6887512,38.86577923,16376.1371
vid_000072_frame0000004.jpg,128.3719076,39.54905122,16785.86901
vid_000072_frame0000008.jpg,129.4027557,40.13506205,17424.51024
vid_000072_frame0000012.jpg,131.1046397,36.03452978,13420.12353
vid_000072_frame0000024.jpg,135.0481262,33.74266659,12808.12582
vid_000072_frame0000028.jpg,136.8050893,33.44888945,12742.3222
vid_000072_frame0000032.jpg,132.3416443,33.83305209,12708.10932
vid_000072_frame0000036.jpg,133.456248,33.85606522,12746.4763
vid_000072_frame0000040.jpg,133.0218506,39.46991006,16477.58808
